detuning,avg_trapped_steps,se_trapped_steps,avg_reward,se_reward,fraction_completed,se_fraction_completed,avg_final_temp,se_final_temp,cooling_timescale,cooling_timescale_err
-105.0,43.05925,0.2648861734016614,-22.990619970427463,0.6206746602400027,0.01675,0.0020291277374773625,165.35633586812125,36.07537981079771,,
-95.0,49.2195,0.3288104772319459,-21.873541576162896,0.7277806749077288,0.04325,0.0032163425462783035,283.6933470983063,36.47975350584903,419.77805513453507,100.49824315595495
-85.0,58.181,0.399689172670464,-14.091456625534908,0.8926801246983652,0.125,0.005229125165837972,197.2195352413901,16.63648774459578,316.56621619887375,285.69939700068807
-75.0,70.9085,0.4457254277439195,5.37712600422773,1.2305722854603989,0.2735,0.0070480094707654865,144.51659554953477,7.453748135383028,,
-65.0,83.5845,0.4280935527866544,34.61113145311236,1.4973826104663495,0.48725,0.007903123393633684,99.91845767608548,3.391058819302563,1999.9999999991326,1030.823695780862
-55.0,93.5845,0.3624751231981307,84.47711672840593,1.6993329338961591,0.69425,0.007284691783116153,75.8744108441353,1.925071285000826,548.8606125442226,40.5278999816617
-45.0,99.4455,0.2929215038837197,155.50933372552376,1.8042813595596556,0.8405,0.005789208711041605,53.127532027239944,1.172550626158692,468.7440939547304,13.701144237939829
-35.0,102.27425,0.24095255598224105,239.61550617001265,1.6399276663393916,0.92275,0.004221446360549901,42.888385277482435,0.8669159818834269,456.56274102621506,7.675151666968723
-25.0,102.948,0.230274453641736,300.3582835002544,1.5537228265441352,0.9475,0.0035264624625820132,46.634330099450025,0.7799745142418949,439.4096971237955,5.4185632180716405
-15.0,103.22525,0.22637469626567142,331.79750284811496,1.5433925267033077,0.95625,0.0032340353082488124,71.55297298947089,0.8833046508224055,417.42499391777255,5.65326409660352
-5.0,103.3015,0.21319744238029686,344.6909816616634,2.0588164245635827,0.94525,0.0035969583504677936,193.8322749163888,2.3463680569435965,341.69038305521946,11.135374570384394
5.0,103.2445,0.21975766184026438,355.9100492364271,2.032869929219135,0.94825,0.0035025682541529424,179.7271021929978,2.1463972258050643,286.89713280586864,10.383670425560437
15.0,103.59575,0.21390934524787597,353.27206245600445,1.492837736507073,0.964,0.0029455050500720595,67.09787309359322,0.9088140232217349,310.4820528962075,4.558858638321163
25.0,103.238,0.22403423622294877,333.2443870682471,1.5078086549677048,0.9555,0.003260358492558755,38.12812319980657,0.5802324606601424,328.50389407308637,4.924136970911382
35.0,102.46975,0.235624216145911,296.69464522392747,1.6583406956623346,0.925,0.00416458281223942,31.78165068663722,0.6825054261704427,337.7605634819922,4.04262210898237
45.0,100.144,0.27508942364256755,194.14407190998082,1.6639515963211664,0.85475,0.005571185634584437,30.22093700579056,0.643248776371404,415.27933086592344,8.747900704644557
55.0,95.01325,0.35197605544891114,128.41157363912123,1.7566654654561518,0.73625,0.006967530722931906,36.91335983821996,1.0650720709339758,474.281264813978,16.76324671408926
65.0,85.27725,0.43623828993954095,68.22090009216056,1.6821491002788487,0.5455,0.0078728925751594,52.17959819277575,2.0173488019139127,901.4371935980098,65.2889437271512
75.0,70.67825,0.4739196205416853,16.778480650990097,1.447987970607109,0.3185,0.007366439947491597,89.40839417709934,5.1836719916894625,1999.9999999999995,760.5501167283401
85.0,56.496,0.4351568636710215,-9.012947633156148,1.114524960649779,0.151,0.00566124986200044,102.39036447019122,8.529100197720025,1999.9999999999995,1587.6786921397288
95.0,45.421,0.3342731887992216,-22.8742615262201,0.8012891204136938,0.05075,0.0034703903778969883,145.6266149582429,19.581468321649975,,
105.0,38.8365,0.25049689007550574,-27.94205044690677,0.6299695593012851,0.01725,0.0020586668926759373,235.7789632568269,46.62644916147571,,
