time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,rollout/ep_rew_mean,time/episodes,rollout/trapped_steps_mean,rollout/final_temperature_mean,rollout/trapped_end_fraction,train/ent_coef_loss,train/critic_loss,train/ent_coef,train/n_updates,train/actor_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward
5,31.25,304,52,-19.32314475,4,,,,,,,,,,,
7,36.25,432,56,-30.99288525,8,,,,,,,,,,,
9,35.75,584,59,-30.209271666666666,12,,,,,,,,,,,
11,36.4375,688,61,-27.619216249999997,16,,,,,,,,,,,
12,34.75,800,62,-24.910184949999998,20,,,,,,,,,,,
14,33.5,920,62,-23.154162250000002,24,,,,,,,,,,,
16,32.892857142857146,1032,63,-21.275652071428574,28,,,,,,,,,,,
18,33.09375,1176,64,-20.996195375,32,,,,,,,,,,,
20,33.333333333333336,1344,65,-20.79236752777778,36,,,,,,,,,,,
22,33.15,1480,66,-19.878272700000004,40,,,,,,,,,,,
24,34.13636363636363,1656,66,-21.21807290909091,44,,,,,,,,,,,
26,33.895833333333336,1760,66,-20.959901229166668,48,,,,,,,,,,,
28,33.81132075471698,1952,67,-22.030973849056608,52,,,,,,,,,,,
29,34.10344827586207,2024,67,-20.77587620689655,56,,,,,,,,,,,
31,33.68333333333333,2096,67,-20.079883049999996,60,17.25862068965517,0.0004896521612476386,0.0,,,,,,,,
32,33.03125,2208,67,-19.048547156250002,64,,,,,,,,,,,
34,32.705882352941174,2336,67,-19.01159216176471,68,,,,,,,,,,,
35,32.486111111111114,2440,67,-18.014032611111112,72,,,,,,,,,,,
37,32.15584415584416,2584,68,-17.652791337662332,76,,,,,,,,,,,
39,32.2625,2728,68,-18.073888912500003,80,,,,,,,,,,,
41,32.63095238095238,2864,68,-19.29063994047619,84,,,,,,,,,,,
43,32.71590909090909,3016,68,-18.6443625,88,,,,,,,,,,,
45,32.92391304347826,3144,68,-18.823662228260872,92,,,,,,,,,,,
47,32.833333333333336,3248,68,-18.887791343750003,96,,,,,,,,,,,
49,32.67,3368,68,-19.191562870000002,100,,,,,,,,,,,
51,32.65,3512,68,-19.11980403,104,,,,,,,,,,,
53,32.34,3640,68,-18.30466594,108,,,,,,,,,,,
54,32.07,3728,68,-17.599338319999998,112,,,,,,,,,,,
56,31.65,3864,68,-17.06415027,116,,,,,,,,,,,
57,31.69,3928,68,-17.183742090000003,120,,,,,,,,,,,
59,31.62,4120,68,-16.9629665,124,16.2,0.0005068451845742307,0.0,,,,,,,,
61,31.71,4216,68,-17.658734990000003,128,,,,,,,,,,,
63,31.49,4360,68,-17.681051770000003,132,,,,,,,,,,,
64,31.44,4440,68,-17.927409290000003,136,,,,,,,,,,,
66,31.33,4592,68,-17.74019016,140,,,,,,,,,,,
68,30.74,4720,68,-17.383062719999998,144,,,,,,,,,,,
70,31.28,4888,69,-17.69081776,148,,,,,,,,,,,
73,31.16,5072,69,-17.10707305,152,,,,,,,,,,,
74,31.42,5176,69,-18.111034150000002,156,,,,,,,,,,,
76,31.66,5256,69,-19.23908521,160,,,,,,,,,,,
78,32.0,5408,69,-19.60408115,164,,,,,,,,,,,
79,31.83,5544,69,-18.96798687,168,,,,,,,,,,,
80,31.86,5600,69,-19.638677050000002,172,,,,,,,,,,,
83,31.86,5760,69,-19.53735231,176,,,,,,,,,,,
84,31.53,5848,69,-18.772515820000002,180,,,,,,,,,,,
86,31.3,6024,69,-18.03073444,184,,,,,,,,,,,
88,31.2,6128,69,-18.6682633,188,,,,,,,,,,,
90,31.15,6256,69,-19.162582580000002,192,18.09090909090909,0.000490696050911037,0.0,,,,,,,,
92,31.07,6400,69,-19.06500852,196,,,,,,,,,,,
94,31.35,6544,69,-19.41652894,200,,,,,,,,,,,
95,31.45,6616,69,-19.528813279999998,204,,,,,,,,,,,
97,31.06,6736,69,-18.68067602,208,,,,,,,,,,,
99,31.27,6912,69,-18.72700219,212,,,,,,,,,,,
101,31.77,7048,69,-20.411363180000002,216,,,,,,,,,,,
103,31.78,7176,69,-19.93100197,220,,,,,,,,,,,
104,32.02,7248,69,-20.46995551,224,,,,,,,,,,,
106,31.73,7416,69,-19.554694400000002,228,,,,,,,,,,,
108,31.87,7520,69,-19.58939097,232,,,,,,,,,,,
110,31.89,7656,69,-18.774994919999997,236,,,,,,,,,,,
111,31.91,7744,69,-19.005589349999997,240,,,,,,,,,,,
113,31.77,7880,69,-18.200919409999997,244,,,,,,,,,,,
115,31.34,8016,69,-17.817511359999997,248,,,,,,,,,,,
116,31.33,8112,69,-17.941421339999998,252,,,,,,,,,,,
119,30.99,8296,69,-17.31671189,256,16.40625,0.0005507611568231769,0.0,,,,,,,,
120,31.04,8392,69,-17.80164473,260,,,,,,,,,,,
123,31.39,8600,69,-17.939833739999997,264,,,,,,,,,,,
124,31.59,8640,69,-18.87615739,268,,,,,,,,,,,
126,31.6,8816,69,-18.177324130000002,272,,,,,,,,,,,
127,31.47,8888,69,-17.366669180000002,276,,,,,,,,,,,
129,31.59,8976,69,-17.375295129999998,280,,,,,,,,,,,
132,31.55,9216,69,-17.23056186,284,,,,,,,,,,,
132,31.76,9240,69,-17.8929748,288,,,,,,,,,,,
136,31.78,9512,69,-16.8164861,292,,,,,,,,,,,
137,31.85,9576,69,-16.617450979999997,296,,,,,,,,,,,
140,31.94,9768,69,-16.036414820000005,300,,,,,,,,,,,
141,32.21,9880,69,-16.84299454,304,,,,,,,,,,,
143,32.53,10000,69,-17.55566639,308,,,,,,,,,,,
146,32.58,10200,69,-17.693194870000003,312,,,,,,,,,,,
162,32.5,10280,63,-16.84397135,316,19.21311475409836,0.0004896142709480616,0.0,-3.8923651967197657,0.484217894700123,0.09873565830639564,256,0.48809989416031385,0.0001,,
164,32.38,10424,63,-17.00892287,320,,,,,,,,,,,
165,32.57,10560,63,-16.747338669999998,324,,,,,,,,,,,
167,33.0,10680,63,-17.560505290000002,328,,,,,,,,,,,
169,33.12,10824,63,-17.72350086,332,,,,,,,,,,,
170,32.75,10920,63,-17.5221655,336,,,,,,,,,,,
173,32.78,11072,63,-17.82729264,340,,,,,,,,,,,
175,33.2,11208,64,-18.762189309999997,344,,,,,,,,,,,
176,33.17,11312,64,-18.890174509999998,348,,,,,,,,,,,
179,33.35,11496,64,-18.89791652,352,,,,,,,,,,,
180,33.44,11608,64,-19.28973952,356,,,,,,,,,,,
182,33.47,11736,64,-18.481411469999998,360,,,,,,,,,,,
184,32.97,11864,64,-18.14734901,364,,,,,,,,,,,
185,32.99,11960,64,-18.188110190000003,368,,,,,,,,,,,
186,32.86,12040,64,-18.64206161,372,,,,,,,,,,,
189,33.04,12224,64,-19.79182188,376,,,,,,,,,,,
205,33.55,12376,60,-21.015603069999997,380,16.41269841269841,0.0006387796884951074,0.0,-3.932967877946794,0.1400469401560258,0.09624085953691974,512,0.7718614968471229,0.0001,,
207,33.59,12472,60,-20.428238569999998,384,,,,,,,,,,,
208,33.18,12568,60,-19.20784229,388,,,,,,,,,,,
211,32.97,12792,60,-19.295648219999997,392,,,,,,,,,,,
212,33.18,12840,60,-19.65593327,396,,,,,,,,,,,
214,32.27,12960,60,-18.76331529,400,,,,,,,,,,,
216,32.44,13120,60,-18.14204634,404,,,,,,,,,,,
218,32.58,13272,60,-18.24094164,408,,,,,,,,,,,
220,32.41,13424,60,-17.887364179999995,412,,,,,,,,,,,
222,32.21,13504,60,-17.999222849999995,416,,,,,,,,,,,
223,32.23,13584,60,-18.112769999999998,420,,,,,,,,,,,
226,32.0,13792,60,-18.040103159999997,424,,,,,,,,,,,
227,32.07,13856,60,-18.317540419999997,428,,,,,,,,,,,
228,31.63,13976,61,-17.74655344,432,,,,,,,,,,,
230,31.65,14112,61,-17.80847234,436,,,,,,,,,,,
231,31.71,14184,61,-17.656153040000003,440,,,,,,,,,,,
233,31.41,14320,61,-17.160551299999998,444,,,,,,,,,,,
249,31.32,14456,57,-16.84528335,448,18.0,0.0007607986313405062,0.0,-3.958245664834976,0.2071911625971552,0.09381223059608601,768,1.0278721523936838,0.0001,,
251,31.25,14568,57,-15.958459010000002,452,,,,,,,,,,,
254,31.09,14768,58,-15.429270550000002,456,,,,,,,,,,,
255,31.01,14816,58,-15.292199369999999,460,,,,,,,,,,,
257,31.32,15016,58,-15.847282570000003,464,,,,,,,,,,,
258,31.42,15072,58,-16.00478969,468,,,,,,,,,,,
260,31.21,15232,58,-15.48493201,472,,,,,,,,,,,
262,31.11,15352,58,-15.487692039999999,476,,,,,,,,,,,
265,31.29,15552,58,-15.395808049999996,480,,,,,,,,,,,
265,31.38,15592,58,-16.30809181,484,,,,,,,,,,,
267,31.38,15752,58,-16.61201712,488,,,,,,,,,,,
269,31.39,15864,58,-16.892489120000004,492,,,,,,,,,,,
270,31.16,15944,58,-16.950628760000004,496,,,,,,,,,,,
273,31.7,16160,59,-17.959204500000002,500,,,,,,,,,,,
274,31.44,16232,59,-17.839358460000003,504,,,,,,,,,,,
292,31.27,16448,56,-17.399070610000006,508,15.951612903225806,0.0005272245511701694,0.0,-3.988891684450209,0.36505023745121434,0.09145118691958487,1024,1.2865442798938602,0.0001,,
293,31.76,16512,56,-17.92285384,512,,,,,,,,,,,
296,31.8,16736,56,-17.685042300000003,516,,,,,,,,,,,
297,32.0,16800,56,-18.10488957,520,,,,,,,,,,,
298,32.02,16896,56,-18.04691929,524,,,,,,,,,,,
301,31.71,17104,56,-17.2675903,528,,,,,,,,,,,
303,32.18,17224,56,-18.27797897,532,,,,,,,,,,,
304,32.51,17328,56,-18.87322145,536,,,,,,,,,,,
306,32.36,17488,56,-18.586825410000003,540,,,,,,,,,,,
307,32.37,17552,56,-18.815801470000007,544,,,,,,,,,,,
309,32.51,17664,57,-19.583492479999997,548,,,,,,,,,,,
312,32.32,17840,57,-19.432724699999998,552,,,,,,,,,,,
314,32.31,17928,57,-19.784894020000003,556,,,,,,,,,,,
316,32.0,18080,57,-19.32391789,560,,,,,,,,,,,
317,31.95,18136,57,-19.3918843,564,,,,,,,,,,,
319,31.46,18264,57,-18.13031415,568,,,,,,,,,,,
320,31.83,18384,57,-19.023410150000004,572,,,,,,,,,,,
337,31.95,18536,54,-19.43956115,576,16.328358208955223,0.0006520647858228668,0.0,-3.991332854144275,0.5343341781408526,0.08915657535544597,1280,1.6130094469990581,0.0001,,
339,31.53,18672,55,-18.79853422,580,,,,,,,,,,,
340,31.83,18768,55,-18.993864900000002,584,,,,,,,,,,,
343,31.86,18976,55,-17.680090320000005,588,,,,,,,,,,,
345,32.26,19112,55,-18.35707781,592,,,,,,,,,,,
347,32.33,19256,55,-17.37252848,596,,,,,,,,,,,
349,32.47,19384,55,-17.195896499999996,600,,,,,,,,,,,
350,32.4,19488,55,-17.55754648,604,,,,,,,,,,,
354,32.11,19728,55,-17.678685490000003,608,,,,,,,,,,,
355,32.49,19800,55,-18.19006081,612,,,,,,,,,,,
356,32.55,19920,55,-18.400308770000002,616,,,,,,,,,,,
359,32.47,20112,55,-18.15852941,620,,,,,,,,,,,
360,32.67,20168,55,-18.573193139999997,624,,,,,,,,,,,
362,32.57,20304,56,-18.754051959999998,628,,,,,,,,,,,
364,32.27,20456,56,-17.86723397,632,,,,,,,,,,,
380,32.62,20576,54,-18.78861685,636,17.28813559322034,0.0005490289180341783,0.0,-4.015942993573844,0.7655236517312005,0.08692934387363493,1536,1.933286679442972,0.0001,,
380,32.35,20600,54,-18.39766675,640,,,,,,,,,,,
384,32.46,20856,54,-18.043908199999997,644,,,,,,,,,,,
385,32.77,20952,54,-18.36362161,648,,,,,,,,,,,
388,32.68,21200,54,-18.07624511,652,,,,,,,,,,,
389,32.85,21256,54,-18.80280303,656,,,,,,,,,,,
391,33.09,21400,54,-19.29245375,660,,,,,,,,,,,
393,33.43,21536,54,-19.591631309999997,664,,,,,,,,,,,
395,33.83,21680,54,-20.608200249999996,668,,,,,,,,,,,
397,34.04,21808,54,-20.202897129999997,672,,,,,,,,,,,
398,33.96,21904,54,-19.75800579,676,,,,,,,,,,,
401,33.88,22072,55,-19.50790343,680,,,,,,,,,,,
402,33.49,22128,55,-18.88123849,684,,,,,,,,,,,
405,33.65,22368,55,-20.214934899999996,688,,,,,,,,,,,
406,33.58,22440,55,-20.463739649999994,692,,,,,,,,,,,
422,33.59,22536,53,-20.809793420000002,696,17.476190476190474,0.0007035513247799951,0.0,-3.9165427684783936,1.0949474731460214,0.08478139326325618,1792,2.267056707292795,0.0001,,
424,33.19,22736,53,-20.20187106,700,,,,,,,,,,,
427,34.0,22936,53,-20.14601338,704,,,,,,,,,,,
428,34.25,23008,53,-20.20287709,708,,,,,,,,,,,
432,33.74,23272,53,-19.410847999999998,712,,,,,,,,,,,
432,33.76,23296,53,-19.24558444,716,,,,,,,,,,,
436,34.07,23528,53,-19.42654758,720,,,,,,,,,,,
438,34.29,23688,54,-19.81321295,724,,,,,,,,,,,
440,34.63,23784,54,-19.85639227,728,,,,,,,,,,,
441,34.63,23912,54,-19.91959252,732,,,,,,,,,,,
443,34.15,24032,54,-17.932291900000003,736,,,,,,,,,,,
444,34.66,24104,54,-18.691124690000002,740,,,,,,,,,,,
448,34.87,24392,54,-19.051273590000005,744,,,,,,,,,,,
451,34.92,24560,54,-19.301364109999998,748,,,,,,,,,,,
466,35.65,24624,52,-19.57435637,752,20.836363636363636,0.0005100270290902544,0.0,-3.6601959448307753,1.3262418580707163,0.08275559148751199,2048,2.571189026348293,0.0001,,
468,35.04,24760,52,-18.35374238,756,,,,,,,,,,,
472,34.79,25048,53,-18.622356200000002,760,,,,,,,,,,,
473,35.3,25112,53,-18.092320060000006,764,,,,,,,,,,,
475,36.32,25328,53,-15.92150443,768,,,,,,,,,,,
478,36.67,25528,53,-16.93323265,772,,,,,,,,,,,
479,36.96,25616,53,-15.825707180000002,776,,,,,,,,,,,
483,37.5,25904,53,-16.25777865,780,,,,,,,,,,,
484,37.85,25976,53,-16.61049605,784,,,,,,,,,,,
488,38.07,26232,53,-15.920687769999999,788,,,,,,,,,,,
489,38.62,26328,53,-16.608393260000003,792,,,,,,,,,,,
491,38.87,26448,53,-17.34936106,796,,,,,,,,,,,
508,39.23,26648,52,-17.96623872,800,26.918367346938776,0.0007837106183030697,0.0,-3.1128104543313384,1.6752147173974663,0.08097434879164211,2304,2.775570673402399,0.0001,,
511,39.16,26912,52,-18.39359816,804,,,,,,,,,,,
513,39.58,27048,52,-18.773668400000002,808,,,,,,,,,,,
516,40.25,27216,52,-14.30340458,812,,,,,,,,,,,
519,40.64,27488,52,-14.346611110000003,816,,,,,,,,,,,
523,41.73,27784,53,-11.502532769999998,820,,,,,,,,,,,
527,42.59,28072,53,-11.13448164,824,,,,,,,,,,,
529,43.67,28192,53,-11.033427450000001,828,,,,,,,,,,,
532,44.22,28424,53,-10.289839190000002,832,,,,,,,,,,,
550,45.6,28720,52,-11.79521233,836,40.8,0.0006473843730261245,0.02857142857142857,-2.4533402784727514,1.8993549968581647,0.07945237794774584,2560,2.8992603975348175,0.0001,,
555,47.19,29072,52,-9.135013729999999,840,,,,,,,,,,,
560,49.11,29472,52,-1.3333447200000017,844,,,,,,,,,,,
562,50.71,29664,52,7.71134745,848,,,,,,,,,,,
567,51.4,29992,52,9.9021756,852,,,,,,,,,,,
572,53.83,30456,53,19.306639540000003,856,,,,,,,,,,,
575,56.1,30624,53,26.104481379999996,860,,,,,,,,,,,
594,56.65,31000,52,29.01886831,864,69.22222222222223,0.0004667493362929039,0.4444444444444444,-1.7702809418551624,2.327326826751232,0.07825342551223002,2816,2.643471586983651,0.0001,,
598,57.08,31288,52,31.445391990000005,868,,,,,,,,,,,
600,58.83,31472,52,38.02363593,872,,,,,,,,,,,
606,60.42,31952,52,40.231471299999995,876,,,,,,,,,,,
611,62.93,32320,52,52.90284033,880,,,,,,,,,,,
616,64.76,32696,53,59.72811089000001,884,,,,,,,,,,,
633,66.25,32936,51,63.4384513,888,81.56521739130434,0.00036763867255821457,0.6521739130434783,-1.1779093838995323,2.667089199181646,0.07733165478566661,3072,2.3309381778817624,0.0001,,
637,68.02,33256,52,67.43360828,892,,,,,,,,,,,
644,70.04,33752,52,72.03969862999999,896,,,,,,,,,,,
648,72.13,34040,52,77.31505385,900,,,,,,,,,,,
653,74.89,34496,52,83.55363883,904,,,,,,,,,,,
657,76.23,34800,52,88.39543050999998,908,,,,,,,,,,,
677,77.24,35240,52,87.10983641999998,912,87.29166666666667,0.0003394114820407989,0.5833333333333334,-0.801534161408199,2.851906397379935,0.07667163945734501,3328,1.9100335255498067,0.0001,,
682,79.57,35600,52,95.64022809,916,,,,,,,,,,,
686,80.8,35944,52,97.24627588000001,920,,,,,,,,,,,
693,82.86,36448,52,109.57118773000002,924,,,,,,,,,,,
695,83.85,36600,52,113.32356182,928,,,,,,,,,,,
718,87.08,37296,51,118.6066639,932,94.85,0.00035392974449142045,0.75,-0.4091737651397125,3.0156636340543628,0.07621092061162926,3584,1.5167376161552966,0.0001,,
720,87.88,37448,51,124.99993172,936,,,,,,,,,,,
729,89.24,38144,52,126.23028333,940,,,,,,,,,,,
731,90.08,38296,52,126.60473392999997,944,,,,,,,,,,,
754,91.79,38992,51,128.4904242,948,105.52631578947368,0.00024296589386223295,0.9473684210526315,-0.12432512347731972,3.387679307255894,0.07597860123496503,3840,1.0656937065068632,0.0001,,
756,92.83,39144,51,131.78114958,952,,,,,,,,,,,
764,94.45,39840,52,132.76795494,956,,,,,,,,,,,
766,94.45,39992,52,130.74636252000005,960,,,,,,,,,,,
775,96.2,40688,52,132.83637249,964,,,,,,,,,,,
777,97.71,40840,52,140.92306568,968,,,,,,,,,,,
800,99.26,41536,51,142.78103692000002,972,106.0,0.0002223387647567575,1.0,0.12884230228155502,3.604433128144592,0.07597016121144406,4096,0.43507837678771466,0.0001,,
802,99.58,41688,51,149.56840486,976,,,,,,,,,,,
811,99.58,42384,52,142.15104164000002,980,,,,,,,,,,,
813,100.4,42536,52,142.33097331,984,,,,,,,,,,,
836,101.47,43232,51,150.44414082,988,106.0,0.00019678307927949198,1.0,0.3093697008880554,4.008380250073969,0.07621303808991797,4352,-0.15533111008699052,0.0001,,
838,102.04,43384,51,149.98412082000002,992,,,,,,,,,,,
846,102.62,44080,52,154.16295861999998,996,,,,,,,,,,,
848,103.39,44232,52,160.03653085,1000,,,,,,,,,,,
857,103.39,44928,52,161.23299452,1004,,,,,,,,,,,
873,104.02,45080,51,164.92369664,1008,106.0,0.00022047245204827464,1.0,0.45473177163512446,4.239822777919471,0.07670335384318605,4608,-0.7904738176730461,0.0001,,
882,105.17,45776,51,172.98106051,1012,,,,,,,,,,,
883,104.4,45880,51,167.78153826,1016,,,,,,,,,,,
893,104.72,46624,52,174.14743509,1020,,,,,,,,,,,
894,105.15,46728,52,175.25348585,1024,,,,,,,,,,,
916,104.35,47320,51,170.54545445,1028,97.3157894736842,0.0002231504388541378,0.8947368421052632,0.6295149900252,4.663558407686651,0.07748036764678545,4864,-1.4681840499397367,0.0001,,
919,104.3,47560,51,171.75261507,1032,,,,,,,,,,,
924,103.67,47984,51,167.88608181,1036,,,,,,,,,,,
928,103.67,48320,52,168.59922102000002,1040,,,,,,,,,,,
934,102.81,48768,52,163.99436305999998,1044,,,,,,,,,,,
953,102.81,49168,51,165.03210961999997,1048,97.05,0.00030937071769441963,0.85,0.6843256751017179,4.882956665940583,0.07847508889972232,5120,-1.9368981875886675,0.0001,,
959,102.81,49616,51,166.69938094999995,1052,,,,,,,,,,,
964,102.81,50016,51,164.5574524,1056,,,,,,,,,,,
969,102.81,50464,52,167.88700385,1060,,,,,,,,,,,
974,102.81,50864,52,170.75609459999998,1064,,,,,,,,,,,
994,102.81,51312,51,172.55431362,1068,106.0,0.00014536444854390936,1.0,0.7380247021792457,5.340232432819903,0.07976952430908568,5376,-2.754547739168629,0.0001,,
999,102.81,51712,51,173.40646356000002,1072,,,,,,,,,,,
1005,102.81,52160,51,169.42552091999997,1076,,,,,,,,,,,
1010,102.81,52560,52,167.4199049,1080,,,,,,,,,,,
1015,102.81,53008,52,168.37281808999995,1084,,,,,,,,,,,
1034,102.81,53408,51,165.01447784999996,1088,106.0,0.00021399571836904743,1.0,0.8066828009032179,5.700148547999561,0.08123887321562506,5632,-3.226341737434268,0.0001,,
1040,102.81,53856,51,169.55578189999997,1092,,,,,,,,,,,
1045,102.81,54256,51,169.08637433,1096,,,,,,,,,,,
1051,102.81,54704,52,168.06966540000002,1100,,,,,,,,,,,
1056,102.81,55104,52,172.48166733000002,1104,,,,,,,,,,,
1076,102.81,55552,51,169.10835754,1108,106.0,0.00018234952268285804,1.0,0.7646062104759039,6.480694934725761,0.08289232046809047,5888,-4.068394296686165,0.0001,,
1081,102.81,55952,51,167.67764343000002,1112,,,,,,,,,,,
1084,101.83,56192,51,168.42054197,1116,,,,,,,,,,,
1087,100.96,56464,51,161.10241871,1120,,,,,,,,,,,
1093,100.96,56944,52,158.91407191000002,1124,,,,,,,,,,,
1097,100.87,57248,52,162.10799173,1128,,,,,,,,,,,
1117,101.0,57656,51,167.45345551,1132,90.3913043478261,0.0002459782133723617,0.782608695652174,0.7483026862319093,6.916994043625891,0.08452700782800093,6144,-4.564431858249009,0.0001,,
1122,101.63,58096,51,171.24175190999998,1136,,,,,,,,,,,
1127,101.63,58504,51,172.53336757,1140,,,,,,,,,,,
1132,101.6,58888,51,174.90925858999995,1144,,,,,,,,,,,
1138,101.6,59352,52,173.14782211,1148,,,,,,,,,,,
1157,100.72,59704,51,172.07915297,1152,101.26315789473684,0.00017996542178064427,0.9473684210526315,0.8880910819571,7.649262918159366,0.0864429145003669,6400,-5.327913670800626,0.0001,,
1163,100.72,60192,51,172.10345644,1156,,,,,,,,,,,
1167,100.72,60552,51,170.07003797999997,1160,,,,,,,,,,,
1170,99.98,60728,51,169.33123350999998,1164,,,,,,,,,,,
1178,99.98,61400,52,169.91458996,1168,,,,,,,,,,,
1195,99.98,61576,51,171.08492821,1172,98.14285714285714,0.00017983751040944002,0.9047619047619048,0.9014731251227204,8.049070024862885,0.08857843116857111,6656,-5.990498824045062,0.0001,,
1201,99.09,62112,51,166.13074958,1176,,,,,,,,,,,
1205,99.09,62424,51,169.47354179,1180,,,,,,,,,,,
1212,99.09,62960,51,168.45465173999997,1184,,,,,,,,,,,
1216,99.09,63272,52,172.81782518,1188,,,,,,,,,,,
1237,99.09,63808,51,173.00296472,1192,101.25,0.00022226399843468762,0.95,0.8477289710135665,8.439421093091369,0.09081959852483124,6912,-6.649675188586116,0.0001,,
1241,99.09,64120,51,173.67576787000002,1196,,,,,,,,,,,
1248,99.09,64656,51,178.25111176,1200,,,,,,,,,,,
1252,98.73,64944,51,171.33145151,1204,,,,,,,,,,,
1259,98.73,65504,52,177.63396421999997,1208,,,,,,,,,,,
1276,98.73,65792,51,172.2327359,1212,104.15,0.000156624884292892,0.95,0.9238205503788777,9.335302469320595,0.09313280862988904,7168,-7.419705690816045,0.0001,,
1283,100.48,66352,51,177.27374136999998,1216,,,,,,,,,,,
1287,101.35,66640,51,178.37017203,1220,,,,,,,,,,,
1294,100.51,67152,51,181.50423462999998,1224,,,,,,,,,,,
1296,101.4,67368,51,180.48555026000002,1228,,,,,,,,,,,
1318,101.4,68000,51,179.45709830999996,1232,101.52380952380952,0.00021703716335834047,0.9523809523809523,0.8539876035647467,10.358716882765293,0.09547685866709799,7424,-8.099817177280784,0.0001,,
1321,101.4,68216,51,176.25672483999995,1236,,,,,,,,,,,
1329,101.4,68848,51,176.10336313000005,1240,,,,,,,,,,,
1332,102.29,69064,51,180.62849946999998,1244,,,,,,,,,,,
1354,102.29,69696,51,179.32914100999994,1248,106.0,0.00019589723644331368,1.0,0.8214360667043366,11.04506079480052,0.09781915132771246,7680,-8.568820808082819,0.0001,,
1357,103.17,69912,51,176.89567593,1252,,,,,,,,,,,
1365,103.17,70544,51,181.42513888999997,1256,,,,,,,,,,,
1368,103.17,70760,51,183.048673,1260,,,,,,,,,,,
1376,103.91,71392,51,179.82003234,1264,,,,,,,,,,,
1378,103.91,71608,51,177.49152698999998,1268,,,,,,,,,,,
1401,103.91,72240,51,177.3245883,1272,106.0,0.0001336503018244494,1.0,0.8267079254437704,10.897670987993479,0.10016841889591888,7936,-9.303635312244296,0.0001,,
1404,104.8,72456,51,186.77906597999998,1276,,,,,,,,,,,
1409,103.97,72920,51,183.88615111999997,1280,,,,,,,,,,,
1414,103.97,73304,51,185.85553541,1284,,,,,,,,,,,
1434,103.97,73768,51,181.86691579,1288,101.47368421052632,0.00012715796605099934,0.9473684210526315,0.8446501552825794,12.181064451113343,0.10272681477363221,8192,-9.94438711181283,0.0001,,
1439,103.14,74120,51,178.94992879999998,1292,,,,,,,,,,,
1442,103.14,74344,51,178.60770634,1296,,,,,,,,,,,
1450,103.14,74968,51,173.90446219999998,1300,,,,,,,,,,,
1453,103.5,75192,51,177.36207212999997,1304,,,,,,,,,,,
1475,103.5,75816,51,173.99075635999998,1308,101.8,0.00019678742978068969,0.95,0.8291326313046739,13.244157107546926,0.10528002519276924,8448,-10.703920029103756,0.0001,,
1477,102.68,76008,51,175.37844646999997,1312,,,,,,,,,,,
1484,102.68,76528,51,172.73969924999997,1316,,,,,,,,,,,
1488,102.68,76856,51,175.20752416,1320,,,,,,,,,,,
1494,103.52,77376,51,173.13594300999998,1324,,,,,,,,,,,
1499,103.52,77704,51,178.59352937,1328,,,,,,,,,,,
1519,103.52,78224,51,176.87710447999999,1332,102.22727272727273,0.0002455262163362644,0.9545454545454546,0.7682856142055243,13.873069500550628,0.10784121890901588,8704,-11.197159454226494,0.0001,,
1523,103.52,78552,51,179.94606242999998,1336,,,,,,,,,,,
1529,102.03,79024,51,178.36584224,1340,,,,,,,,,,,
1533,102.03,79280,51,180.84237068,1344,,,,,,,,,,,
1540,102.03,79872,51,185.30344459,1348,,,,,,,,,,,
1557,102.03,80128,51,190.01379571,1352,98.05263157894737,0.00015249137596211855,0.8947368421052632,0.7880828197812662,14.030620768666267,0.11038898804690689,8960,-12.131188057363033,0.0001,,
1564,102.03,80720,51,187.55488445000003,1356,,,,,,,,,,,
1568,102.03,80976,51,184.25406416,1360,,,,,,,,,,,
1575,102.03,81568,51,185.97514446000002,1364,,,,,,,,,,,
1578,102.03,81824,51,183.18640292,1368,,,,,,,,,,,
1600,101.14,82408,51,179.49020339999998,1372,106.0,0.00015100152860786397,1.0,0.7768011246807873,15.240849127992988,0.11312346922932193,9216,-12.423172052949667,0.0001,,
1603,101.14,82632,51,174.61346896999999,1376,,,,,,,,,,,
1610,101.97,83256,51,176.58201657,1380,,,,,,,,,,,
1613,101.97,83480,51,178.02567045,1384,,,,,,,,,,,
1617,101.29,83776,51,178.23257583999998,1388,,,,,,,,,,,
1637,101.23,84240,51,178.34789318,1392,97.55,0.00029383092336995593,0.9,0.7492345536593348,15.79455790668726,0.11597299439017661,9472,-13.054684791713953,0.0001,,
1640,101.23,84520,51,177.08671808000003,1396,,,,,,,,,,,
1648,101.23,85088,51,175.07821347000004,1400,,,,,,,,,,,
1651,101.23,85368,51,171.21474412000003,1404,,,,,,,,,,,
1657,100.35,85856,51,170.40616303999997,1408,,,,,,,,,,,
1675,101.17,86128,51,170.72565743000004,1412,96.80952380952381,0.0002805853625770822,0.9047619047619048,0.7523721620673314,17.563810005784035,0.1187925387348514,9728,-13.709965694695711,0.0001,,
1682,100.31,86656,51,169.75260872999996,1416,,,,,,,,,,,
1685,100.31,86912,51,170.98272024,1420,,,,,,,,,,,
1691,99.64,87328,51,167.18681985000003,1424,,,,,,,,,,,
1696,99.64,87720,51,167.26265677000004,1428,,,,,,,,,,,
