time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,rollout/ep_rew_mean,time/episodes,rollout/trapped_steps_mean,rollout/final_temperature_mean,rollout/trapped_end_fraction,train/ent_coef_loss,train/critic_loss,train/ent_coef,train/n_updates,train/actor_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward
6072,103.18,217840,35,288.95949051,2680,,,,,,,,,,,
6077,103.18,218216,35,290.66889898999995,2684,,,,,,,,,,,
6082,103.18,218688,35,291.07903268,2688,,,,,,,,,,,
6087,103.18,219064,35,292.49526531,2692,,,,,,,,,,,
6107,103.18,219536,35,291.69950257999994,2696,103.85714285714286,4.924671384555088e-05,0.9523809523809523,0.02877466151767294,65.64929427951574,0.21523688989691436,26368,-52.35031493008137,0.0001,,
6112,103.75,219912,35,297.53589813,2700,,,,,,,,,,,
6118,104.64,220384,36,301.2368185,2704,,,,,,,,,,,
6122,104.44,220752,36,294.98623303999995,2708,,,,,,,,,,,
6142,104.64,221232,36,299.17170405999997,2712,103.66666666666667,0.00012814144414695944,0.9444444444444444,0.03324979577701015,68.47914842516184,0.21686564944684505,26624,-52.57249654829502,0.0001,,
6147,104.34,221576,36,295.65216378,2716,,,,,,,,,,,
6152,104.3,222008,36,294.95729362,2720,,,,,,,,,,,
6157,104.3,222408,36,296.70153680000004,2724,,,,,,,,,,,
6163,104.3,222856,36,297.91077761,2728,,,,,,,,,,,
6182,104.28,223256,36,297.0316510300001,2732,99.4,0.00011400910515520322,0.85,0.004044956001962419,66.8147361278534,0.21721276617608964,26880,-53.48799867928028,0.0001,,
6185,103.82,223536,36,292.96592814,2736,,,,,,,,,,,
6192,103.92,224104,36,295.28069977999996,2740,,,,,,,,,,,
6196,103.92,224384,36,296.67143494,2744,,,,,,,,,,,
6203,103.67,224952,36,292.52535556000004,2748,,,,,,,,,,,
6206,103.36,225224,36,290.97966694,2752,,,,,,,,,,,
6227,103.36,225800,36,290.49763585,2756,98.68181818181819,9.912129712884636e-05,0.8636363636363636,0.036484677996668324,68.2869408801198,0.21819724183296785,27136,-53.915421307086945,0.0001,,
6231,103.36,226072,36,289.72033444,2760,,,,,,,,,,,
6238,103.7,226648,36,294.31045353,2764,,,,,,,,,,,
6242,103.7,226920,36,294.9005677,2768,,,,,,,,,,,
6262,103.7,227496,36,295.4338775,2772,106.0,5.85169399969956e-05,1.0,0.02815634555372526,68.74691940844059,0.22024687682278454,27392,-54.28391897678375,0.0001,,
6266,103.9,227768,36,296.80620115,2776,,,,,,,,,,,
6272,103.2,228240,36,295.56117808000005,2780,,,,,,,,,,,
6274,103.2,228424,36,294.40148074000007,2784,,,,,,,,,,,
6280,102.31,228904,36,292.10301860999994,2788,,,,,,,,,,,
6285,102.31,229272,36,292.42929171000003,2792,,,,,,,,,,,
6305,102.31,229752,36,293.44712267,2796,98.30434782608695,0.0001547156416701963,0.9130434782608695,0.036345624350360595,69.71940787136555,0.22160035342676565,27648,-55.070446506142616,0.0001,,
6309,102.31,230120,36,291.73373928,2800,,,,,,,,,,,
6315,102.28,230600,36,291.96130951,2804,,,,,,,,,,,
6320,102.13,230968,36,291.93842474,2808,,,,,,,,,,,
6340,102.13,231448,36,291.75892951000003,2812,101.38888888888889,0.00010994494130614928,0.8888888888888888,0.011482837926450884,69.37444952130318,0.22296962270047516,27904,-55.520573139190674,0.0001,,
6344,101.71,231768,36,292.19883619999996,2816,,,,,,,,,,,
6350,102.27,232232,36,297.89979723,2820,,,,,,,,,,,
6355,102.27,232616,36,299.14540422999994,2824,,,,,,,,,,,
6358,101.39,232840,36,296.35534526,2828,,,,,,,,,,,
6365,101.41,233448,36,297.65722512,2832,,,,,,,,,,,
6382,101.87,233688,36,299.87616065,2836,97.5909090909091,0.00017063795095149933,0.9090909090909091,0.041351736670549144,68.26975733041763,0.22437853110022843,28160,-55.94007268548012,0.0001,,
6388,100.98,234176,36,298.84295767,2840,,,,,,,,,,,
6392,100.98,234504,36,297.26858067,2844,,,,,,,,,,,
6399,100.48,235024,36,298.76242646,2848,,,,,,,,,,,
6402,100.79,235264,36,301.07742987,2852,,,,,,,,,,,
6423,100.79,235872,36,302.67494228,2856,97.9047619047619,0.00016927035246587093,0.9047619047619048,0.04557414704504481,72.66263494640589,0.22684551146812737,28416,-56.658741503953934,0.0001,,
6426,100.79,236112,36,306.79463955999995,2860,,,,,,,,,,,
6433,100.61,236696,36,303.49734164999995,2864,,,,,,,,,,,
6436,100.61,236960,36,304.77113178,2868,,,,,,,,,,,
6444,100.61,237544,36,306.59354494999997,2872,,,,,,,,,,,
6461,100.61,237808,36,305.5781933,2876,103.95,4.686608314540742e-05,0.9,0.0481295977915579,71.68618157505989,0.22936868900433183,28672,-57.089068949222565,0.0001,,
6468,101.19,238368,36,307.06798402,2880,,,,,,,,,,,
6470,100.75,238552,36,303.0908947599999,2884,,,,,,,,,,,
6478,101.44,239216,36,301.38809252999994,2888,,,,,,,,,,,
6481,101.44,239400,36,298.75900654,2892,,,,,,,,,,,
6502,100.83,240016,36,294.85032538,2896,98.8,0.00021085261817234624,0.85,0.016992218892482924,72.27030385285616,0.23157656815601513,28928,-57.59856629371643,0.0001,,
6504,100.83,240112,36,294.87305293000003,2900,,,,,,,,,,,
6510,100.5,240672,36,292.69994377,2904,,,,,,,,,,,
6514,100.85,240936,36,294.87128024000003,2908,,,,,,,,,,,
6521,100.73,241520,37,289.58636033000005,2912,,,,,,,,,,,
6538,101.15,241784,36,289.42190543,2916,96.10526315789474,0.00021554632330984306,0.7894736842105263,0.0101802554254391,73.68108669668436,0.2321427496499382,29184,-57.43110644817352,0.0001,,
6545,101.15,242368,37,288.34050551,2920,,,,,,,,,,,
6549,101.15,242632,37,286.15358932999993,2924,,,,,,,,,,,
6556,102.03,243216,37,289.58339344,2928,,,,,,,,,,,
6559,102.03,243480,37,288.58165713,2932,,,,,,,,,,,
6580,102.03,244064,37,291.84980829,2936,105.61904761904762,5.163660824111249e-05,0.9523809523809523,0.05187311763438629,72.43080025166273,0.23369652160909027,29440,-58.170110791921616,0.0001,,
6583,102.92,244328,37,292.53824406,2940,,,,,,,,,,,
6590,102.92,244912,37,292.21876609,2944,,,,,,,,,,,
6594,102.92,245176,37,291.4058522,2948,,,,,,,,,,,
6601,103.67,245760,37,293.21872686,2952,,,,,,,,,,,
6618,103.67,246024,37,292.31655119000004,2956,104.66666666666667,7.438782479174699e-05,0.9444444444444444,0.042741702005514526,74.05430267751217,0.2368498319410719,29696,-58.710867047309875,0.0001,,
6625,103.67,246608,37,289.93068869,2960,,,,,,,,,,,
6629,103.85,246872,37,290.0893349,2964,,,,,,,,,,,
6636,103.27,247456,37,285.08908624,2968,,,,,,,,,,,
6639,103.27,247696,37,283.26827234,2972,,,,,,,,,,,
6660,103.27,248304,37,282.21781267,2976,100.95238095238095,5.7312606853620804e-05,0.8571428571428571,0.023429494811352924,75.84567239880562,0.2380283820675686,29952,-59.06337587535381,0.0001,,
6663,103.39,248544,37,282.53291536,2980,,,,,,,,,,,
6670,103.15,249112,37,280.46201853,2984,,,,,,,,,,,
6674,103.35,249392,37,286.17522566,2988,,,,,,,,,,,
6695,103.35,249960,37,287.06758447000004,2992,101.44444444444444,5.749329940942667e-05,0.9444444444444444,0.04254047645008541,74.7504199296236,0.24087887938367203,30208,-59.45228099822998,0.0001,,
6698,103.96,250240,37,288.84336315999997,2996,,,,,,,,,,,
6701,103.14,250432,37,289.81647723000003,3000,,,,,,,,,,,
6708,103.5,251040,37,290.04704888000003,3004,,,,,,,,,,,
6712,102.62,251280,37,290.69479989,3008,,,,,,,,,,,
6717,102.74,251720,37,293.45790309,3012,,,,,,,,,,,
6736,103.04,252128,37,294.56688512,3016,95.86363636363636,0.00019206206603365153,0.8181818181818182,0.05517553894605953,80.2729350104928,0.24341909703798592,30464,-59.57589177787304,0.0001,,
6741,102.15,252544,37,290.06373582,3020,,,,,,,,,,,
6746,102.15,252952,37,292.84875048000004,3024,,,,,,,,,,,
6752,102.15,253392,37,291.64379686,3028,,,,,,,,,,,
6756,101.27,253696,37,288.72292071,3032,,,,,,,,,,,
6773,100.82,253960,37,285.75153986,3036,92.63636363636364,0.0002835094498117793,0.6818181818181818,0.043926792406637105,77.37214490771294,0.24578540958464146,30720,-59.98951928317547,0.0001,,
6780,100.82,254544,37,289.67259526,3040,,,,,,,,,,,
6783,100.82,254808,37,290.78247931000004,3044,,,,,,,,,,,
6791,100.82,255392,37,288.42529914000005,3048,,,,,,,,,,,
6794,100.82,255656,37,289.84984072,3052,,,,,,,,,,,
6815,100.82,256240,37,285.13455337000005,3056,106.0,8.179055639084446e-05,1.0,0.052507105719996616,80.8083660081029,0.24878069962142035,30976,-60.81844364106655,0.0001,,
6818,99.93,256480,37,282.74946001999996,3060,,,,,,,,,,,
6824,99.93,256976,37,283.87886458,3064,,,,,,,,,,,
6829,100.51,257328,37,285.326396,3068,,,,,,,,,,,
6834,99.62,257736,37,281.01525082,3072,,,,,,,,,,,
6853,99.62,258176,37,280.6795486,3076,95.0,0.00030716974368785797,0.8095238095238095,0.00021483045566128567,76.8190641105175,0.2506806079763919,31232,-60.810540571808815,0.0001,,
6858,99.62,258584,37,281.32889117999997,3080,,,,,,,,,,,
6864,100.3,259024,37,282.18770809,3084,,,,,,,,,,,
6869,100.3,259432,37,279.91047654,3088,,,,,,,,,,,
6874,100.3,259872,37,283.22986601,3092,,,,,,,,,,,
6893,100.3,260280,37,284.81463292,3096,106.0,6.566207992451537e-05,1.0,0.0005634397784888279,82.0467599928379,0.24993551993975416,31488,-61.33263899385929,0.0001,,
6899,101.12,260720,37,283.96687169000006,3100,,,,,,,,,,,
6904,101.12,261128,37,287.02708473999996,3104,,,,,,,,,,,
6909,102.0,261568,37,290.56457334000004,3108,,,,,,,,,,,
6914,102.0,261976,37,289.60456364000004,3112,,,,,,,,,,,
6934,102.0,262416,37,290.20090326999997,3116,106.0,4.554476037675927e-05,1.0,0.02663691788620781,80.85297767817974,0.2516788450302556,31744,-61.74713337421417,0.0001,,
6937,102.0,262720,37,292.70690634,3120,,,,,,,,,,,
6944,102.0,263232,37,291.58911926,3124,,,,,,,,,,,
6948,102.0,263568,37,294.12491974,3128,,,,,,,,,,,
6954,102.88,264080,37,297.63389170000005,3132,,,,,,,,,,,
6973,103.33,264416,37,299.22729797999995,3136,101.23809523809524,0.0001317268053245305,0.9523809523809523,0.019630128550488735,78.96178136765957,0.2527172659756616,32000,-62.195330411195755,0.0001,,
6979,103.33,264928,37,294.66255192,3140,,,,,,,,,,,
6983,103.33,265264,37,297.22738873,3144,,,,,,,,,,,
6987,102.99,265568,38,294.8685941,3148,,,,,,,,,,,
6994,102.99,266112,38,295.34091730999995,3152,,,,,,,,,,,
7012,102.99,266416,37,300.18583758,3156,104.15789473684211,0.0001339927061814862,0.9473684210526315,0.03181890359337558,73.4079989567399,0.2544399320613593,32256,-62.688616171479225,0.0001,,
7017,103.75,266856,38,300.91163366,3160,,,,,,,,,,,
7022,103.6,267200,38,298.38867958,3164,,,,,,,,,,,
7027,103.02,267664,38,298.80279,3168,,,,,,,,,,,
7032,103.91,268000,38,301.76276849,3172,,,,,,,,,,,
7050,102.44,268376,38,297.1355755000001,3176,94.05,0.00030138684402821185,0.8,0.034026268771413015,81.11944540590048,0.2566149807535112,32512,-62.94274885952473,0.0001,,
7053,101.55,268552,38,293.81450652,3180,,,,,,,,,,,
7061,101.55,269200,38,296.43544491,3184,,,,,,,,,,,
7064,101.55,269400,38,298.19713099999996,3188,,,,,,,,,,,
7072,101.55,270048,38,294.95050555,3192,,,,,,,,,,,
7074,101.55,270248,38,295.65937149,3196,,,,,,,,,,,
7096,101.55,270896,38,297.41264038,3200,98.8695652173913,0.00013536876447133012,0.9130434782608695,0.014041433078091359,78.7907564342022,0.25773332896642387,32768,-63.15038160979748,0.0001,,
7099,101.55,271096,38,295.24918904000003,3204,,,,,,,,,,,
7107,101.55,271744,38,294.5618512,3208,,,,,,,,,,,
7109,101.55,271944,38,293.90615407999996,3212,,,,,,,,,,,
7131,101.55,272592,38,292.9906813,3216,105.55555555555556,4.791534045969828e-05,0.9444444444444444,0.0022766025795135647,76.25907388329506,0.25898547121323645,33024,-63.69406169652939,0.0001,,
7134,102.44,272792,38,294.71407356000003,3220,,,,,,,,,,,
7139,101.76,273216,38,288.46466742999996,3224,,,,,,,,,,,
7144,101.76,273640,38,287.19235644,3228,,,,,,,,,,,
7150,101.76,274064,38,286.07514046999995,3232,,,,,,,,,,,
7169,101.54,274488,38,283.91576889,3236,98.75,0.00016033733315439232,0.85,-0.016022920075556613,82.00450334697962,0.2582495012320578,33280,-63.67669668793678,0.0001,,
7174,101.54,274912,38,287.30091362,3240,,,,,,,,,,,
7179,100.68,275296,38,281.73295812000003,3244,,,,,,,,,,,
7185,101.02,275744,38,282.94196016999996,3248,,,,,,,,,,,
7190,101.02,276144,38,283.09142638000003,3252,,,,,,,,,,,
7209,101.02,276592,38,283.61536298000004,3256,100.2,0.00013254553527705432,0.9,0.015176599772530608,80.79444417357445,0.25792172516230494,33536,-64.05318982899189,0.0001,,
7214,101.15,276992,38,286.19648596,3260,,,,,,,,,,,
7220,101.3,277440,38,287.05912977,3264,,,,,,,,,,,
7223,100.99,277680,38,286.93509972000004,3268,,,,,,,,,,,
7229,100.37,278176,38,285.95211586,3272,,,,,,,,,,,
7234,101.84,278528,38,294.33672034000006,3276,,,,,,,,,,,
7250,101.84,278736,38,296.19910957,3280,97.9090909090909,0.00010556793056520686,0.8636363636363636,0.013316663430487097,78.48530302196741,0.25907077034935355,33792,-64.48927436769009,0.0001,,
7257,101.59,279312,38,293.85241626000004,3284,,,,,,,,,,,
7261,101.59,279584,38,292.10539745,3288,,,,,,,,,,,
7267,101.16,280016,38,288.41887511,3292,,,,,,,,,,,
7272,101.16,280432,38,285.96059462,3296,,,,,,,,,,,
7291,101.16,280864,38,286.25931058000003,3300,95.9,0.0002046862911237191,0.8,0.03545370110441581,84.26123008877039,0.2614129800349474,34048,-64.68168561160564,0.0001,,
7296,101.16,281280,38,288.56923269,3304,,,,,,,,,,,
7302,101.16,281712,38,286.80700572,3308,,,,,,,,,,,
7307,101.16,282128,38,285.30362858999996,3312,,,,,,,,,,,
7313,101.16,282560,38,282.69547035999994,3316,,,,,,,,,,,
7332,100.72,282976,38,279.11030788999994,3320,102.9047619047619,6.77871878391559e-05,0.9523809523809523,0.005197926329856273,82.0812224894762,0.2622746987035498,34304,-65.09513592720032,0.0001,,
7337,101.4,283408,38,286.26875448,3324,,,,,,,,,,,
7342,101.4,283824,38,287.86324211000004,3328,,,,,,,,,,,
7347,100.86,284224,38,283.16806094,3332,,,,,,,,,,,
7353,101.08,284672,38,284.23991476,3336,,,,,,,,,,,
7370,100.92,284968,38,281.65198198999997,3340,101.36842105263158,5.909827263842171e-05,0.8947368421052632,0.027459799202915747,79.02670399099588,0.2627878625644371,34560,-65.4697846621275,0.0001,,
7377,101.38,285512,38,283.77139212000003,3344,,,,,,,,,,,
7381,101.38,285816,38,286.20387538,3348,,,,,,,,,,,
7386,100.57,286216,38,281.50505928,3352,,,,,,,,,,,
7392,100.57,286656,38,281.51732728999997,3356,,,,,,,,,,,
7411,100.57,287064,38,280.0830118,3360,96.28571428571429,0.00016812222267674682,0.8571428571428571,0.007485583861125633,82.99228264391422,0.26459925377275795,34816,-65.889328956604,0.0001,,
7416,100.57,287504,38,281.23871036,3364,,,,,,,,,,,
7421,101.46,287912,38,282.86603065,3368,,,,,,,,,,,
7427,101.81,288344,38,284.06342197,3372,,,,,,,,,,,
7432,101.81,288760,38,280.79179571000003,3376,,,,,,,,,,,
7451,102.7,289192,38,282.48212362,3380,103.26315789473684,0.0001116542198799304,0.8947368421052632,0.01954878082324285,88.05015783011913,0.2658662109170109,35072,-65.80989460647106,0.0001,,
7457,102.95,289608,38,287.21465403999997,3384,,,,,,,,,,,
7462,102.95,290040,38,287.35642647000003,3388,,,,,,,,,,,
7467,103.3,290456,38,291.24942281999995,3392,,,,,,,,,,,
7486,103.3,290888,38,292.86549509,3396,104.36842105263158,7.230904805392732e-05,0.9473684210526315,0.019787906801866484,85.98697696626186,0.266919334535487,35328,-66.34132966399193,0.0001,,
7490,102.7,291184,38,289.80695986,3400,,,,,,,,,,,
7494,101.57,291456,38,281.77538408,3404,,,,,,,,,,,
7501,101.57,292032,38,285.16659966,3408,,,,,,,,,,,
7505,101.57,292304,38,289.43626737,3412,,,,,,,,,,,
7526,101.57,292880,38,293.97655714999996,3416,94.8,0.00020600873422701817,0.85,0.0262429639333277,84.20322714745998,0.2682762808399275,35584,-66.49616275727749,0.0001,,
7529,102.01,293152,38,298.76126225,3420,,,,,,,,,,,
7536,102.01,293728,38,293.55817765000006,3424,,,,,,,,,,,
7540,101.97,294000,38,289.30914216,3428,,,,,,,,,,,
7547,102.51,294576,39,296.45175094,3432,,,,,,,,,,,
7550,102.51,294848,39,297.78274451,3436,,,,,,,,,,,
7571,102.67,295424,39,298.85268713000005,3440,104.47619047619048,8.274917120019304e-05,0.9047619047619048,0.0369889817047806,80.06730997562408,0.2714051390066743,35840,-66.86679147183895,0.0001,,
7575,103.05,295680,39,300.53761949000005,3444,,,,,,,,,,,
7579,102.16,296056,39,298.35281597,3448,,,,,,,,,,,
7584,102.97,296408,39,303.42501795,3452,,,,,,,,,,,
7590,102.97,296904,39,305.15869670000006,3456,,,,,,,,,,,
7608,102.97,297256,39,302.40059415,3460,99.65,0.0001931111599299741,0.9,0.028876044430944603,89.48386973142624,0.27338527503889054,36096,-66.85170564055443,0.0001,,
7615,102.97,297752,39,301.61814978,3464,,,,,,,,,,,
7619,102.97,298104,39,299.73852086999995,3468,,,,,,,,,,,
7625,103.24,298600,39,302.62338657999993,3472,,,,,,,,,,,
7630,103.24,298952,39,305.22458696999996,3476,,,,,,,,,,,
7650,103.24,299448,39,305.40081781,3480,104.05,6.083621564844888e-05,0.85,0.00899238955025794,84.35096944868565,0.27467243815772235,36352,-67.28045934438705,0.0001,,
7654,103.24,299800,39,305.1462447400001,3484,,,,,,,,,,,
,,300000,,,,,,,,,,,,,104.99,323.14262113999996
8643,103.24,300296,34,306.81631788,3488,,,,,,,,,,,
8647,102.15,300592,34,301.7361576,3492,,,,,,,,,,,
8667,102.15,301080,34,303.55674016,3496,96.83333333333333,0.00018543463185184743,0.8333333333333334,0.005856953823240474,90.29750636965036,0.27514430542942137,36608,-67.70184007287025,0.0001,,
8672,102.75,301440,34,304.94658711,3500,,,,,,,,,,,
8678,103.78,301912,34,309.83145002000003,3504,,,,,,,,,,,
8682,102.7,302208,34,302.53140474,3508,,,,,,,,,,,
8688,102.7,302696,34,298.61959448000005,3512,,,,,,,,,,,
8692,102.7,303056,34,296.26573669000004,3516,,,,,,,,,,,
8713,102.7,303544,34,295.1658562100001,3520,98.3913043478261,0.0001056288533896206,0.8695652173913043,0.006878940472233808,79.35157896578312,0.2756364600500092,36864,-67.95109498500824,0.0001,,
8717,102.7,303904,34,300.10040307,3524,,,,,,,,,,,
8723,102.74,304392,34,302.0749189,3528,,,,,,,,,,,
8728,102.74,304752,34,300.21092381,3532,,,,,,,,,,,
8748,102.74,305240,34,299.9789713100001,3536,106.0,4.5376001122476346e-05,1.0,0.03143629993428476,88.72906851023436,0.27707307832315564,37120,-68.04596786201,0.0001,,
8752,102.74,305600,34,301.02058940000006,3540,,,,,,,,,,,
8758,102.76,306088,34,300.50396917000006,3544,,,,,,,,,,,
8763,103.65,306448,34,305.45859809000007,3548,,,,,,,,,,,
8769,103.65,306936,35,305.53126613000006,3552,,,,,,,,,,,
8787,103.65,307296,34,305.73112644,3556,106.0,4.573725386059299e-05,1.0,-0.01747051918937359,87.54864086955786,0.2779427863424644,37376,-68.67236815392971,0.0001,,
8793,103.65,307784,34,308.88492141000006,3560,,,,,,,,,,,
8798,103.65,308144,35,307.92230225,3564,,,,,,,,,,,
8804,103.65,308632,35,308.69396712,3568,,,,,,,,,,,
8808,103.4,308992,35,305.24520956,3572,,,,,,,,,,,
8828,103.1,309480,35,298.62921939,3576,101.95238095238095,0.00010281552957478859,0.9047619047619048,0.01685404723684769,86.36852420121431,0.2776492101838812,37632,-68.60878245532513,0.0001,,
8833,103.1,309840,35,301.83060168,3580,,,,,,,,,,,
8839,103.1,310328,35,300.86610013999996,3584,,,,,,,,,,,
8844,103.1,310688,35,298.91350450000004,3588,,,,,,,,,,,
8850,104.27,311176,35,305.86455795,3592,,,,,,,,,,,
8868,104.27,311536,35,304.31667065,3596,106.0,3.248733589397888e-05,1.0,-0.00332193257054314,84.77618055790663,0.27831503096967936,37888,-69.00687719881535,0.0001,,
8874,104.27,312024,35,306.2402282,3600,,,,,,,,,,,
8879,104.37,312384,35,308.87383454999997,3604,,,,,,,,,,,
8885,105.45,312872,35,314.95833390999996,3608,,,,,,,,,,,
8889,105.45,313232,35,316.54900024,3612,,,,,,,,,,,
8909,105.45,313720,35,318.40580475,3616,106.0,4.211560265842815e-05,1.0,-0.010240653011351242,86.95053148269653,0.2776729960460216,38144,-69.34132327139378,0.0001,,
8914,105.45,314080,35,318.79639012,3620,,,,,,,,,,,
8920,105.45,314568,35,317.75204669,3624,,,,,,,,,,,
8925,105.45,314928,35,318.24777675,3628,,,,,,,,,,,
8927,104.77,315080,35,314.27704473,3632,,,,,,,,,,,
8949,104.67,315728,35,313.08900775999996,3636,100.6842105263158,0.00013750344371556264,0.8947368421052632,0.008754539223446045,87.11484678834677,0.27735851309262216,38400,-69.7219611108303,0.0001,,
8951,104.67,315928,35,311.47092395999994,3640,,,,,,,,,,,
8959,104.18,316544,35,310.66648107000003,3644,,,,,,,,,,,
8962,104.18,316760,35,308.35901041999995,3648,,,,,,,,,,,
8970,104.18,317392,35,306.53665666999996,3652,,,,,,,,,,,
8986,104.18,317608,35,302.80427992,3656,100.0,8.184693446482116e-05,0.8571428571428571,-0.0009602895042917226,87.89790677279234,0.27815423742868006,38656,-69.82757303118706,0.0001,,
8994,104.18,318240,35,304.00746090999996,3660,,,,,,,,,,,
8997,104.18,318456,35,307.30041606000003,3664,,,,,,,,,,,
9003,103.29,318928,35,307.15875772000004,3668,,,,,,,,,,,
9007,103.54,319304,35,308.39548085000007,3672,,,,,,,,,,,
9027,103.84,319776,35,311.95237860000003,3676,99.95,0.00014535713776595892,0.9,-0.016590756000368856,91.22759495675564,0.2772278899792582,38912,-69.9032706618309,0.0001,,
9032,103.84,320152,35,308.88104915,3680,,,,,,,,,,,
9038,103.84,320624,35,307.19559970999995,3684,,,,,,,,,,,
9042,103.69,321000,35,306.29857457,3688,,,,,,,,,,,
9048,103.69,321472,35,303.89719857,3692,,,,,,,,,,,
9067,103.69,321848,35,303.80292000000003,3696,102.73684210526316,0.00010797771682525977,0.8947368421052632,-0.00043277753138681874,89.0372546762228,0.2762541910633445,39168,-70.1169613301754,0.0001,,
9073,103.69,322320,35,304.70763926,3700,,,,,,,,,,,
9077,103.47,322608,35,301.65898209000005,3704,,,,,,,,,,,
9084,103.47,323168,35,299.14962953,3708,,,,,,,,,,,
9087,103.47,323456,35,299.87221386,3712,,,,,,,,,,,
9108,103.47,324016,35,300.31852697,3716,103.04761904761905,0.00010896599810584945,0.9047619047619048,-0.0007725002460574615,89.07685077190399,0.2765573499491438,39424,-70.43262566626072,0.0001,,
9112,103.47,324304,35,299.06721091,3720,,,,,,,,,,,
9119,103.47,324864,35,298.94892133999997,3724,,,,,,,,,,,
9122,103.47,325152,35,299.48320615,3728,,,,,,,,,,,
9128,103.75,325600,35,298.27368485000005,3732,,,,,,,,,,,
9147,103.85,326000,35,297.68940408,3736,102.63157894736842,6.337574758952114e-05,0.8947368421052632,0.014986775800480245,85.55026952922344,0.2774613287765533,39680,-70.5635584294796,0.0001,,
9152,103.85,326448,35,299.10759542999995,3740,,,,,,,,,,,
9158,104.34,326848,35,301.65510473999996,3744,,,,,,,,,,,
9163,104.34,327296,35,300.48164749,3748,,,,,,,,,,,
9182,104.34,327696,35,304.01660597999995,3752,105.6842105263158,3.685177789487489e-05,0.9473684210526315,0.00262106784612115,86.54940977692604,0.2775683223735541,39936,-70.93731701374054,0.0001,,
9188,104.34,328144,35,304.19296656,3756,,,,,,,,,,,
9193,104.34,328544,35,300.91132273999995,3760,,,,,,,,,,,
9198,104.34,328992,35,299.50914549,3764,,,,,,,,,,,
9203,105.23,329392,35,299.45293611,3768,,,,,,,,,,,
9222,105.23,329840,35,300.72427973,3772,106.0,6.478864323238817e-05,1.0,0.0011464974195405375,85.0138678625226,0.27794715447817,40192,-71.19279357790947,0.0001,,
9228,105.12,330240,35,300.32844743,3776,,,,,,,,,,,
9233,105.12,330688,35,301.31175794,3780,,,,,,,,,,,
9237,104.95,330992,35,301.04210242,3784,,,,,,,,,,,
9244,105.1,331536,35,305.50865302,3788,,,,,,,,,,,
9261,104.21,331808,35,299.28450933,3792,97.7,0.00021833570175726645,0.85,0.011609634562091742,88.34273067861795,0.2783232511719689,40448,-71.40772071480751,0.0001,,
9266,103.33,332200,35,294.06333764000004,3796,,,,,,,,,,,
9272,102.97,332656,35,290.72794566,3800,,,,,,,,,,,
9277,102.34,333032,35,292.38705382000006,3804,,,,,,,,,,,
9279,102.34,333232,35,291.06923068,3808,,,,,,,,,,,
9301,102.34,333880,35,293.64990611999997,3812,93.57142857142857,0.0003194374695867763,0.7619047619047619,0.004477678411603847,85.9527124390006,0.2787177722202614,40704,-71.41129291057587,0.0001,,
9304,102.34,334080,35,295.16484312,3816,,,,,,,,,,,
9310,102.14,334584,35,293.37651644,3820,,,,,,,,,,,
9314,102.14,334928,35,294.95745532,3824,,,,,,,,,,,
9321,102.14,335432,35,293.24651246,3828,,,,,,,,,,,
9325,102.54,335776,36,297.78242946,3832,,,,,,,,,,,
9345,101.75,336248,35,297.31384235,3836,100.81818181818181,7.438720687303917e-05,0.9090909090909091,0.026480987520699273,86.265878662467,0.2802706427173689,40960,-71.85567912459373,0.0001,,
9349,101.75,336624,36,294.38732288000006,3840,,,,,,,,,,,
9355,101.75,337096,36,295.16021726,3844,,,,,,,,,,,
9360,101.75,337472,36,297.79968572000007,3848,,,,,,,,,,,
9380,101.75,337944,36,296.43995874000007,3852,105.94444444444444,8.620189622481593e-05,0.9444444444444444,0.027273654124655877,84.51214747130871,0.28247072792146355,41216,-71.97652593255043,0.0001,,
9384,101.73,338320,36,298.46974501000005,3856,,,,,,,,,,,
9390,101.73,338792,36,299.60507147,3860,,,,,,,,,,,
9395,101.73,339168,36,297.51583046,3864,,,,,,,,,,,
9400,100.88,339568,36,295.90086196,3868,,,,,,,,,,,
9419,100.88,340016,36,295.06611638000004,3872,99.95,0.00017713858750042854,0.85,0.01915254617051687,88.55016895383596,0.2851325604133308,41472,-72.24878190457821,0.0001,,
9424,100.99,340416,36,296.14253176,3876,,,,,,,,,,,
9430,100.99,340864,36,295.13592737,3880,,,,,,,,,,,
9435,101.16,341264,36,298.69536656,3884,,,,,,,,,,,
9440,100.28,341656,36,292.27312729,3888,,,,,,,,,,,
9444,101.17,341984,36,301.24240257,3892,,,,,,,,,,,
9464,102.05,342504,36,306.90370401,3896,101.23809523809524,0.00015269303148340526,0.9523809523809523,0.024533095596780186,89.81501346826553,0.28710330137982965,41728,-72.29530516266823,0.0001,,
9468,102.41,342832,36,309.17027558,3900,,,,,,,,,,,
9475,103.26,343352,36,310.57910890000005,3904,,,,,,,,,,,
9479,103.26,343680,36,315.87904048999997,3908,,,,,,,,,,,
9499,103.26,344200,36,314.08130351000005,3912,106.0,3.44493133739557e-05,1.0,0.0028879523160867393,93.9599567502737,0.287939231377095,41984,-72.60720485448837,0.0001,,
9503,103.26,344528,36,314.87219596,3916,,,,,,,,,,,
9510,103.46,345048,36,316.49914340000004,3920,,,,,,,,,,,
