phase,episode,file_id,replay_buffer_valid,total_reward,atom_survived,num_steps
train,270,2025-04-10_2683_Feedback_Run_NN_0.h5,1,59.926841735839844,0,48
train,271,2025-04-10_2685_Feedback_Run_NN_0.h5,1,91.78321838378906,0,92
train,272,2025-04-10_2686_Feedback_Run_NN_0.h5,1,186.56956481933594,1,100
train,273,2025-04-10_2687_Feedback_Run_NN_0.h5,1,314.36822509765625,1,100
train,274,2025-04-10_2688_Feedback_Run_NN_0.h5,1,104.05583190917969,0,85
train,275,2025-04-10_2693_Feedback_Run_NN_0.h5,1,398.813232421875,1,100
train,276,2025-04-10_2697_Feedback_Run_NN_0.h5,1,228.74514770507812,1,100
train,277,2025-04-10_2698_Feedback_Run_NN_0.h5,1,297.0588684082031,1,100
train,278,2025-04-10_2700_Feedback_Run_NN_0.h5,1,123.54246520996094,0,85
train,279,2025-04-10_2702_Feedback_Run_NN_0.h5,1,341.169677734375,1,100
train,280,2025-04-10_2703_Feedback_Run_NN_0.h5,1,39.39592361450195,0,69
train,281,2025-04-10_2705_Feedback_Run_NN_0.h5,1,335.1171875,1,100
train,282,2025-04-10_2706_Feedback_Run_NN_0.h5,1,364.2847900390625,1,100
train,283,2025-04-10_2707_Feedback_Run_NN_0.h5,1,264.3504638671875,1,100
train,284,2025-04-10_2708_Feedback_Run_NN_0.h5,1,240.66192626953125,1,100
train,285,2025-04-10_2709_Feedback_Run_NN_0.h5,1,243.02960205078125,1,100
train,286,2025-04-10_2710_Feedback_Run_NN_0.h5,1,320.6828308105469,1,100
train,287,2025-04-10_2713_Feedback_Run_NN_0.h5,1,307.889404296875,1,100
train,288,2025-04-10_2717_Feedback_Run_NN_0.h5,1,7.919651031494141,0,16
train,289,2025-04-10_2718_Feedback_Run_NN_0.h5,1,221.008056640625,0,82
train,290,2025-04-10_2719_Feedback_Run_NN_0.h5,1,271.4189453125,1,100
train,291,2025-04-10_2720_Feedback_Run_NN_0.h5,1,315.323486328125,1,100
train,292,2025-04-10_2721_Feedback_Run_NN_0.h5,1,329.2201843261719,1,100
train,293,2025-04-10_2722_Feedback_Run_NN_0.h5,1,357.9696960449219,0,100
train,294,2025-04-10_2725_Feedback_Run_NN_0.h5,1,347.74267578125,1,100
train,295,2025-04-10_2728_Feedback_Run_NN_0.h5,1,310.9665222167969,1,100
train,296,2025-04-10_2736_Feedback_Run_NN_0.h5,1,406.8243103027344,1,100
train,297,2025-04-10_2741_Feedback_Run_NN_0.h5,1,402.46600341796875,1,100
train,298,2025-04-10_2742_Feedback_Run_NN_0.h5,1,328.46087646484375,1,100
train,299,2025-04-10_2743_Feedback_Run_NN_0.h5,1,263.610595703125,1,100
train,300,2025-04-10_2745_Feedback_Run_NN_0.h5,1,363.47503662109375,1,100
