file_id,condition,replay_buffer_valid,empty_cavity_mean,dt_ns
2025-04-13_0308_Feedback_Run_NN_05_rep00025.h5,with_feedback,1,30.073333740234375,27360.0
2025-04-13_0308_Feedback_Run_NN_05_rep00026.h5,with_feedback,0,30.976667404174805,27360.0
2025-04-13_0308_Feedback_Run_NN_05_rep00027.h5,with_feedback,0,34.69333267211914,27360.0
2025-04-13_0308_Feedback_Run_NN_05_rep00028.h5,with_feedback,1,31.376667022705078,27360.0
2025-04-13_0308_Feedback_Run_NN_05_rep00029.h5,with_feedback,0,34.436668395996094,27360.0
2025-04-13_0308_Feedback_Run_NN_05_rep00030.h5,with_feedback,0,33.69333267211914,27360.0
2025-04-13_0308_Feedback_Run_NN_05_rep00031.h5,with_feedback,1,32.310001373291016,27360.0
2025-04-13_0308_Feedback_Run_NN_05_rep00032.h5,with_feedback,1,29.163333892822266,27360.0
2025-04-13_0308_Feedback_Run_NN_05_rep00033.h5,with_feedback,0,31.55666732788086,27360.0
2025-04-13_0308_Feedback_Run_NN_06.h5,with_feedback,1,30.75666618347168,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00001.h5,with_feedback,0,34.5966682434082,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00002.h5,with_feedback,0,32.51333236694336,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00003.h5,with_feedback,1,30.280000686645508,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00004.h5,with_feedback,0,30.553333282470703,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00005.h5,with_feedback,0,31.03333282470703,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00006.h5,with_feedback,1,33.9900016784668,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00007.h5,with_feedback,0,32.349998474121094,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00008.h5,with_feedback,1,32.63999938964844,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00009.h5,with_feedback,1,35.11333465576172,27340.0
2025-04-13_0308_Feedback_Run_NN_06_rep00010.h5,with_feedback,0,30.1733341217041,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00011.h5,with_feedback,0,32.849998474121094,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00012.h5,with_feedback,0,30.06999969482422,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00013.h5,with_feedback,0,34.05666732788086,27340.0
2025-04-13_0308_Feedback_Run_NN_06_rep00014.h5,with_feedback,0,32.68000030517578,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00015.h5,with_feedback,1,34.32666778564453,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00016.h5,with_feedback,1,33.63333511352539,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00017.h5,with_feedback,0,31.143333435058594,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00018.h5,with_feedback,0,30.530000686645508,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00019.h5,with_feedback,0,29.8799991607666,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00020.h5,with_feedback,0,33.91999816894531,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00021.h5,with_feedback,1,34.029998779296875,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00022.h5,with_feedback,0,34.18333435058594,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00023.h5,with_feedback,0,31.559999465942383,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00024.h5,with_feedback,1,33.369998931884766,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00025.h5,with_feedback,1,30.206666946411133,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00026.h5,with_feedback,1,29.836666107177734,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00027.h5,with_feedback,0,31.043333053588867,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00028.h5,with_feedback,1,33.209999084472656,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00029.h5,with_feedback,0,34.36333465576172,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00030.h5,with_feedback,1,33.81666564941406,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00031.h5,with_feedback,0,31.99333381652832,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00032.h5,with_feedback,0,29.44333267211914,27360.0
2025-04-13_0308_Feedback_Run_NN_06_rep00033.h5,with_feedback,1,31.593334197998047,27360.0
2025-04-13_0308_Feedback_Run_NN_07.h5,with_feedback,0,30.14666748046875,27360.0
2025-04-13_0308_Feedback_Run_NN_07_rep00001.h5,with_feedback,0,32.2933349609375,27360.0
2025-04-13_0308_Feedback_Run_NN_07_rep00002.h5,with_feedback,0,32.0099983215332,27360.0
2025-04-13_0308_Feedback_Run_NN_07_rep00003.h5,with_feedback,0,35.0533332824707,27360.0
2025-04-13_0308_Feedback_Run_NN_07_rep00004.h5,with_feedback,1,30.0766658782959,27360.0
2025-04-13_0308_Feedback_Run_NN_07_rep00005.h5,with_feedback,0,30.463333129882812,27360.0
2025-04-13_0308_Feedback_Run_NN_07_rep00006.h5,with_feedback,1,34.086666107177734,27340.0
2025-04-13_0308_Feedback_Run_NN_07_rep00007.h5,with_feedback,1,32.689998626708984,27360.0
2025-04-13_0308_Feedback_Run_NN_07_rep00008.h5,with_feedback,0,32.35333251953125,27360.0
