E_y,E_z,E_y_uK,E_z_uK,Transmission
2.9817315674999997e-27,1.93216205574e-26,215.96593830147992,1399.4592801935898,0.9407996768813045
2.9817315674999997e-27,1.9750989903119997e-26,215.96593830147992,1430.5583753090027,0.9466429785627272
2.9817315674999997e-27,2.0180359248839997e-26,215.96593830147992,1461.657470424416,0.9522044751726245
2.9817315674999997e-27,2.0609728594559997e-26,215.96593830147992,1492.7565655398291,0.9583270376924903
2.9817315674999997e-27,2.1039097940279998e-26,215.96593830147992,1523.8556606552422,0.9633570125652079
2.9817315674999997e-27,2.1468467285999998e-26,215.96593830147992,1554.9547557706553,0.9689414252149354
5.9634631349999995e-27,0.0,431.93187660295985,0.0,0.200243922118208
5.9634631349999995e-27,4.2936934571999995e-28,431.93187660295985,31.099095115413107,0.21840384873862706
5.9634631349999995e-27,8.587386914399999e-28,431.93187660295985,62.198190230826214,0.2392036776240977
5.9634631349999995e-27,1.2881080371599998e-27,431.93187660295985,93.29728534623932,0.2627570180825977
5.9634631349999995e-27,1.7174773828799998e-27,431.93187660295985,124.39638046165243,0.289062563993963
5.9634631349999995e-27,2.1468467285999996e-27,431.93187660295985,155.49547557706555,0.31825715415825645
5.9634631349999995e-27,2.5762160743199997e-27,431.93187660295985,186.59457069247864,0.3502244953051133
5.9634631349999995e-27,3.0055854200399998e-27,431.93187660295985,217.69366580789176,0.3833250308983259
5.9634631349999995e-27,3.4349547657599996e-27,431.93187660295985,248.79276092330485,0.4186500288772352
5.9634631349999995e-27,3.864324111479999e-27,431.93187660295985,279.89185603871795,0.4539151745961135
5.9634631349999995e-27,4.293693457199999e-27,431.93187660295985,310.9909511541311,0.4884208245598946
5.9634631349999995e-27,4.7230628029199996e-27,431.93187660295985,342.0900462695442,0.5220037222501007
5.9634631349999995e-27,5.1524321486399994e-27,431.93187660295985,373.1891413849573,0.5541693333011064
5.9634631349999995e-27,5.581801494359999e-27,431.93187660295985,404.2882365003704,0.5844904391378983
5.9634631349999995e-27,6.0111708400799996e-27,431.93187660295985,435.3873316157835,0.6114288387089112
5.9634631349999995e-27,6.4405401857999994e-27,431.93187660295985,466.4864267311966,0.6366609178566152
5.9634631349999995e-27,6.869909531519999e-27,431.93187660295985,497.5855218466097,0.6594326864200609
5.9634631349999995e-27,7.29927887724e-27,431.93187660295985,528.6846169620229,0.6809438053831496
5.9634631349999995e-27,7.728648222959999e-27,431.93187660295985,559.7837120774359,0.6999869964492307
5.9634631349999995e-27,8.158017568679999e-27,431.93187660295985,590.8828071928491,0.7173072983967389
5.9634631349999995e-27,8.587386914399998e-27,431.93187660295985,621.9819023082622,0.7332114335565347
5.9634631349999995e-27,9.016756260119999e-27,431.93187660295985,653.0809974236753,0.7473201045675127
5.9634631349999995e-27,9.446125605839999e-27,431.93187660295985,684.1800925390884,0.7604840472348102
5.9634631349999995e-27,9.875494951559998e-27,431.93187660295985,715.2791876545014,0.7735001267404563
5.9634631349999995e-27,1.0304864297279999e-26,431.93187660295985,746.3782827699146,0.7856522424422571
5.9634631349999995e-27,1.0734233642999999e-26,431.93187660295985,777.4773778853277,0.7960486899855342
5.9634631349999995e-27,1.1163602988719998e-26,431.93187660295985,808.5764730007407,0.8063404965662941
5.9634631349999995e-27,1.1592972334439999e-26,431.93187660295985,839.675568116154,0.816732812655543
5.9634631349999995e-27,1.2022341680159999e-26,431.93187660295985,870.774663231567,0.8256593272540134
5.9634631349999995e-27,1.2451711025879998e-26,431.93187660295985,901.8737583469801,0.8338997621379349
5.9634631349999995e-27,1.2881080371599999e-26,431.93187660295985,932.9728534623932,0.842821575689772
